ARCHIVO GENERADO AUTOMÁTICAMENTE POR unir_logs.py
Fecha de generación: 2026-07-21 14:26:32
[2026-07-21 13:09:26.030] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.031] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.033] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.034] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.037] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.039] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.040] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.042] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.044] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.045] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.046] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.049] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.049] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.051] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.053] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.053] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.056] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.058] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.058] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.060] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.062] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.063] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.064] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.067] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.068] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.070] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.072] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.073] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.075] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.076] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.078] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.079] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.081] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.082] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.084] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.086] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.086] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.089] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.091] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.092] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.094] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.096] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.097] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.099] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.101] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.101] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.105] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.107] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.109] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.110] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.113] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.114] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.116] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.119] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.120] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.123] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.126] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.127] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.129] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.131] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.131] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.135] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.140] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.141] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.143] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.146] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.148] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.150] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.153] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.154] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.156] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.159] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.160] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.162] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.165] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.165] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.168] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.172] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.173] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.174] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.178] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.179] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.181] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.184] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.184] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.188] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.190] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.191] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.194] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.197] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.198] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.201] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.204] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.204] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.208] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.210] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.212] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.214] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.217] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.218] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.220] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.224] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.224] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.228] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.230] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.230] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.233] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.237] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.239] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.241] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.243] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.244] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.247] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.249] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.249] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.252] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.256] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.257] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.260] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.262] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.262] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.264] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.268] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.269] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.273] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.276] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.277] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.279] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.282] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.283] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.286] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.289] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.290] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.292] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.317] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.318] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.319] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.530] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.532] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.534] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.537] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.538] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.540] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.543] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.543] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.545] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.547] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.548] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.550] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.551] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.553] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.555] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.558] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.558] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.560] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.562] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.563] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.565] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.567] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.568] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.570] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.573] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.574] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.576] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.577] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.579] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.581] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.583] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.583] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.586] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.588] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.589] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.591] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.593] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.594] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.596] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.598] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.598] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.600] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.603] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.604] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.606] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.608] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.609] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.611] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.613] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.614] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.616] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.619] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.620] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.622] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.624] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.625] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.626] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.629] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.629] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.632] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.634] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.634] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.638] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.641] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.641] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.643] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.644] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.646] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.648] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.649] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.651] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.654] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.656] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.656] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.658] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.660] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.661] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.662] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.664] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.666] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.668] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.671] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.671] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.673] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.676] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.677] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.678] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.681] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.681] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.683] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.685] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.686] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.688] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.690] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.690] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.693] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.696] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.696] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.698] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.700] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.700] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.703] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.704] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.706] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.708] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.710] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.710] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.713] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.715] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.715] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.717] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.719] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.721] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.723] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.725] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.725] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.728] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.729] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.731] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.733] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.734] Spawner inicializado. Componentes: 0 | Monstruos: 1
[2026-07-21 13:09:26.736] Iniciando oleada 1/5. Total de enemigos a generar: 40
[2026-07-21 13:09:26.738] Monstruo 'Zombie' instanciado con éxito.
[2026-07-21 13:09:26.739] Spawner inicializado. Componentes: 0 | Monstruos: 1
